Array 1
1.0
0.9841269841269841
0.9365079365079365
0.9682539682539683
0.9841269841269841
0.9365079365079365
0.9206349206349206
0.9682539682539683
0.9841269841269841
0.9838709677419355

Array 2
0.9841269841269841
0.9841269841269841
0.9523809523809523
0.9682539682539683
0.9841269841269841
0.9523809523809523
0.9206349206349206
0.9523809523809523
0.9682539682539683
0.9838709677419355

Array 3
0.9841269841269841
0.9841269841269841
0.9523809523809523
0.9523809523809523
0.9841269841269841
0.9523809523809523
0.9365079365079365
0.9682539682539683
0.9841269841269841
0.967741935483871

Array 4
0.6
0.55
0.6842105263157895
0.5789473684210527
0.42105263157894735
0.631578947368421
0.5789473684210527
0.631578947368421
0.6842105263157895
0.5789473684210527

Array 5
0.65
0.45
0.5263157894736842
0.47368421052631576
0.5263157894736842
0.47368421052631576
0.47368421052631576
0.5789473684210527
0.5789473684210527
0.47368421052631576

Array 6
0.45
0.45
0.42105263157894735
0.5789473684210527
0.5789473684210527
0.42105263157894735
0.47368421052631576
0.5263157894736842
0.47368421052631576
0.5263157894736842

Array 7
0.8
1.0
1.0
0.5
1.0
1.0
0.75
1.0
0.75
1.0

Array 8
0.6
0.8
0.5
0.75
0.75
0.5
0.5
1.0
0.75
0.5

Array 9
0.6
0.6
0.25
0.5
0.25
0.5
0.5
0.75
0.5
0.5

Array 10
0.011509351663167343
0.0069228894577438695
0.006067265130036915
0.00882368637973536
0.007778788691513428
0.007812896452961314
0.007627947762687901
0.010303036567135413
0.00865697240308718
0.007975123221096322

Array 11
0.007881006591631828
0.007890239628906701
0.006879763148287017
0.007860852343086831
0.00761794908001402
0.007814324247255608
0.007426898162861719
0.007444640598461058
0.00842586627537309
0.007453599697757575

Array 12
0.008442620089927876
0.008108939982949216
0.008047639289144199
0.008620244530663988
0.007986513599106413
0.008696791165582508
0.009677986408126026
0.009181807745863954
0.0096826701983802
0.008637952459339484

Array 13
0.00381414468246027
0.008559674112251964
0.005591061949190676
0.012066331882821454
0.025917995758575545
0.00816860516452795
0.011449500544379475
0.0046473882636861984
0.0027401950398112302
0.004813423524464117

Array 14
0.002244324363973437
0.0010303495405660004
0.0016162993653143982
0.009957293526448441
0.021084052122536206
0.000410060468956626
0.00033904350215014343
0.0005161139926055176
0.0006745479466839288
0.0008378069980527547

Array 15
0.0009629244362109643
0.0009358175695597267
0.0014766453112137223
0.010079008680738724
0.021086680931906184
0.000320050868376769
0.00027638746677820415
0.0004996527859737469
0.00067364548872243
0.0007923413108898181

Array 16
0.0016526454894139023
0.0046911765498819855
0.0028791493967624594
0.0028636521834191323
0.00399572435750597
0.018534368927567033
0.013548619554095092
0.023336636748292762
0.0012347807659776936
0.004556692948123399

Array 17
5.313178026003308e-05
0.0001244594804201684
8.652717915997438e-05
3.281686322983753e-05
0.0006811433407460432
6.426797383470636e-05
3.538355194809349e-05
0.0004278655292710031
8.343940526758437e-05
0.0002640373770494265

Array 18
0.004166883666168647
0.002818405966148323
0.002148145809832299
0.0022346819035424107
0.013152503749466544
0.009068522517111067
0.011520167168496274
0.02539531329245549
0.0006946230680242092
0.0018125067790461396

